-1.216233558654785156e+02,3.609385928176982361e+01
-1.214339962005615234e+02,3.586495867451212405e+01
-1.235662536621093750e+02,4.814398315728944766e+01
-1.235206775665283203e+02,4.813396557731571335e+01
-1.240035095214843750e+02,4.620359284490242402e+01
-1.239297637939453125e+02,4.600067357546178926e+01
-1.224096679687500000e+02,3.728432331521459275e+01
-1.224148864746093750e+02,3.725738510569279782e+01
-1.223360595703125000e+02,3.711904418444974851e+01
-1.217920989990234375e+02,3.679325683910774103e+01
-1.217993431091308594e+02,3.677092909766168560e+01
-1.218051452636718750e+02,3.674658621113716350e+01
-1.218073768615722656e+02,3.672339201118906260e+01
-1.218099861145019247e+02,3.670258540401606240e+01
-1.218162002563476562e+02,3.667910178420189027e+01
-1.218258819580078125e+02,3.665343546258411322e+01
-1.218410224914550781e+02,3.663175635857640344e+01
-1.218561286926269531e+02,3.661483824155582312e+01
-1.218884696960449219e+02,3.660056261738257177e+01
-1.218713378906250000e+02,3.660359425392138633e+01
-1.219279861450195312e+02,3.653667414803189928e+01
-1.225129394531250000e+02,3.777131150926584269e+01
-1.225114631652832031e+02,3.775985824353203668e+01
-1.225097808837890341e+02,3.774919052388507623e+01
-1.225084419250487997e+02,3.773811385061267742e+01
-1.225049400329589844e+02,3.771353859685727627e+01
-1.225068969726562500e+02,3.772638389750644450e+01
-1.239804382324218750e+02,4.616794156111284053e+01
-1.239650573730468750e+02,4.614263800971706075e+01
-1.239358062744140625e+02,4.605588519428425798e+01
-1.239459686279296591e+02,4.609951519096738792e+01
-1.239561309814453125e+02,4.612845972604080202e+01
-1.235550270080566406e+02,4.814964146702558878e+01
-1.235438003540038778e+02,4.814709878730176484e+01
-1.235342903137207031e+02,4.814295243991828244e+01
-1.235293807983398438e+02,4.813840478011177026e+01
-1.235068759918212891e+02,4.813137064830802103e+01
-1.234926624298095703e+02,4.813159978616548074e+01
-1.198844604492187216e+02,3.441314058869296844e+01
-1.198566513061523438e+02,3.440877890798336836e+01
-1.195767745971679688e+02,3.441467038485905050e+01
-1.195547332763671875e+02,3.440730585423118271e+01
-1.195326232910156250e+02,3.439546482598553467e+01
-1.195125045776367188e+02,3.438730573251530132e+01
-1.194533843994140625e+02,3.436395604905187895e+01
-1.194364929199219034e+02,3.435375329847460080e+01
-1.194098510742187500e+02,3.432891906390681669e+01
-1.193659057617187500e+02,3.430146883817758408e+01
-1.193145446777343750e+02,3.427707634029989947e+01
-1.192719726562500000e+02,3.424472623583606889e+01
-1.192516479492187500e+02,3.419805642471791884e+01
-1.192236328124999716e+02,3.415579305035799962e+01
-1.191023368835449219e+02,3.410179772954084854e+01
-1.190795402526855469e+02,3.409383753086744662e+01
-9.730371093750000000e+01,2.610800094061544385e+01
-9.737402343750000000e+01,2.640950916281398264e+01
-9.744104003906248579e+01,2.670725588895212610e+01
-9.747180175781250000e+01,2.703161646652925043e+01
-9.744763183593750000e+01,2.736191763624215056e+01
-9.684667968749998579e+01,2.815419855938322513e+01
-9.656213378906250000e+01,2.829266458492727310e+01
-9.372821044921875000e+01,2.989109951059073822e+01
-9.356176757812500000e+01,2.989706199457568303e+01
-9.090197753906250000e+01,2.930720192023899173e+01
-9.064736938476562500e+01,2.932300892641128343e+01
-9.076354980468750000e+01,2.925522157305739412e+01
-9.077618408203125000e+01,2.942399706944923921e+01
-9.061605834960937500e+01,2.947423651561141611e+01
-8.938600158691406250e+01,2.920210655124587262e+01
-8.931362915039062500e+01,2.929918761245030012e+01
-8.921379089355468750e+01,2.925343649312945971e+01
-8.927888488769531250e+01,2.918739206042121026e+01
-8.917218017578125000e+01,2.948167893915123017e+01
-8.910021972656250000e+01,2.953402518997970105e+01
-8.885879516601562500e+01,2.998109058477744071e+01
-8.885192871093750000e+01,2.988159015410767694e+01
-8.888571166992187500e+01,2.978462903634127201e+01
-8.893020629882812500e+01,2.970641625954140252e+01
-8.898788452148437500e+01,2.965272558776845102e+01
-8.903814697265625000e+01,2.958658612775296959e+01
-8.895300292968750000e+01,3.021658766749862934e+01
-8.870086669921875000e+01,3.022252099159911864e+01
